,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,Label
2975,11,5,0,0,20,1,0.45,0.15,15,0.06,0.07,1,0
59456,60,5,0,0,21,1,0.19,0.19,64,0.25,0.02,1,0
54776,24,9,217,307,20,0,1,0,255,1,0,0,4
71371,49,1,0,0,1,0,1,0,1,0.02,1,0,1
5096,24,9,298,803,34,0,1,0,255,1,0,0,4
118053,49,5,0,0,231,1,0.04,0.06,9,0.04,0.09,1,0
75966,24,9,195,2361,4,0,1,0,255,1,0,0,4
59143,24,9,312,2314,7,0,1,0,255,1,0,0,4
115101,12,9,45,45,310,0,1,0.01,254,1,0.01,0,4
87774,12,9,45,115,1,0,1,0,236,0.93,0.01,0,4
16353,24,1,0,0,1,0,1,0,121,1,0,0,4
109333,12,9,44,138,174,0,0.99,0.01,254,1,0.01,0,4
72854,24,9,316,5626,21,0,1,0,255,1,0,0,4
5567,49,5,0,0,235,1,0.06,0.06,12,0.05,0.07,1,0
38201,24,9,321,5210,1,0,1,0,255,1,0,0,4
69046,24,9,282,261,13,0,1,0,255,1,0,0,4
7389,44,9,147,105,1,0,1,0,1,0,0.77,0,4
116221,24,9,235,11394,1,0,1,0,255,1,0,0,4
8356,24,9,214,1650,7,0,1,0,255,1,0,0,4
67631,24,9,305,1819,28,0,1,0,255,1,0,0,4
100600,44,9,1,0,15,0,0.07,0.6,1,0,0.12,0,1
118326,65,9,78,0,53,0,0.15,0.04,8,0.04,0.02,0,4
41064,49,4,0,0,451,0,0,0.52,2,0.01,0.51,0,1
52898,44,9,147,105,1,0,1,0,3,0.01,0.51,0,4
12036,49,5,0,0,13,1,0.54,0.23,7,0.03,0.07,1,0
58696,43,9,48,48,3,0,0.33,0.67,32,0.25,0.02,0,4
25195,49,5,0,0,15,1,0.07,0.33,17,0.07,0.09,1,0
33804,24,9,247,1943,5,0,1,0,255,1,0,0,4
31190,24,9,303,617,3,0,1,0,255,1,0,0,4
9700,24,9,223,4739,14,0,1,0,255,1,0,0,4
8191,24,9,325,2109,17,0,1,0,255,1,0,0,4
26701,14,9,30,0,1,0,1,0,90,0.98,0.04,0,4
93252,19,9,1453,4152,1,0,1,0,29,0.3,0.04,0,4
83792,54,9,1022,329,1,0,1,0,167,0.88,0.07,0,4
60365,19,9,1501,4152,1,0,1,0,63,0.25,0.03,0,4
10107,49,5,0,0,81,1,0.23,0.06,10,0.04,0.06,1,0
29571,24,9,208,1903,13,0,1,0,255,1,0,0,4
39692,14,9,8,0,1,0,1,0,96,1,0,0,1
109990,60,9,159,14131,1,0,1,0,2,1,0,0,4
99147,24,1,0,0,231,0,0.04,0.07,10,0.04,0.08,0,0
84086,24,9,307,1075,7,0,1,0,112,0.9,0.02,0,4
26420,59,5,0,0,280,1,0.07,0.05,10,0.04,0.07,1,0
25231,24,9,293,3187,2,0,1,0,82,1,0,0,4
39668,2,5,0,0,121,1,0.14,0.06,17,0.07,0.07,1,0
29005,12,9,46,130,9,0,1,0,200,0.78,0.03,0,4
3600,12,9,43,149,77,0,1,0,254,1,0.01,0,4
68941,49,5,0,0,239,1,0.07,0.06,5,0.02,0.08,1,0
110081,40,5,0,0,183,1,0.13,0.04,24,0.09,0.05,1,0
105694,54,9,1095,388,1,0,1,0,56,0.22,0.08,0.63,4
42716,54,5,0,0,2,0.5,1,0,148,0.59,0.02,0.01,4
79610,49,5,0,0,268,1,0.05,0.06,15,0.06,0.08,1,0
43353,24,9,302,1380,3,0,1,0,225,0.88,0.01,0,4
38601,24,9,217,2536,18,0,1,0,255,1,0,0,4
68886,18,9,6,169,1,0,1,0,8,0.02,0.02,0,4
68639,24,1,0,0,1,0,1,0,255,1,0,0,4
86896,19,5,0,0,237,1,0.02,0.06,5,0.02,0.06,1,0
63183,24,9,206,3581,12,0,1,0,255,1,0,0,4
28171,15,9,520,0,206,0,1,0,255,1,0,0,0
19624,24,9,250,1682,1,0,1,0,214,1,0,0,4
99651,60,5,0,0,290,1,0.07,0.06,32,0.13,0.06,1,0
53066,54,9,989,330,1,0,1,0,134,0.63,0.03,0,4
125558,49,5,0,0,175,1,0.1,0.05,18,0.07,0.05,1,0
74840,60,5,0,0,3,0.67,0.33,1,45,0.18,0.04,1,0
69972,24,9,204,525,3,0,1,0,255,1,0,0,4
51445,11,1,0,0,130,0,0.02,0.07,2,0.01,0.07,0,0
117999,24,9,166,386,1,0,1,0,255,1,0,0,4
1738,34,5,0,0,134,1,0.14,0.07,2,0.01,0.07,1,0
25296,49,5,0,0,71,1,0.21,0.06,15,0.06,0.05,1,0
10876,24,9,335,289,1,0,1,0,255,1,0,0,4
63787,68,5,0,0,270,1,0.02,0.06,6,0.02,0.07,1,0
35633,24,9,291,5259,6,0,1,0,255,1,0,0,4
53735,12,9,44,129,76,0,0.99,0.03,161,0.77,0.02,0,4
99877,49,5,0,0,257,1,0.02,0.06,16,0.06,0.06,1,0
53291,29,1,0,0,233,0,0.06,0.07,13,0.05,0.09,0,0
66621,14,9,8,0,1,0,1,0,78,1,0,0,1
48907,49,1,0,0,185,0,0.02,0.08,4,0.02,0.08,0,0
121730,24,9,318,501,13,0,1,0,255,1,0,0,4
20289,54,9,1537,328,1,0,1,0,164,0.6,0.05,0,4
28204,24,9,373,6752,9,0,1,0,255,1,0,0,4
54272,49,9,1,0,9,0,1,0,9,0.12,0.06,0,1
40419,49,4,0,0,1,0,1,0,1,0,0.42,0,1
66858,15,9,520,0,475,0,1,0,125,1,0,0,0
120910,24,9,238,1901,8,0,1,0,255,1,0,0,4
50505,54,9,1256,328,1,0,1,0,125,0.48,0.02,0,4
80283,19,5,0,0,249,1,0.03,0.06,7,0.03,0.06,1,0
99431,14,9,8,0,1,0,1,0,198,1,0,0,1
45637,13,5,0,0,210,1,0.06,0.06,11,0.04,0.07,1,0
47360,14,9,8,0,1,0,1,0,67,1,0,0,1
35122,20,9,637,0,6,0,1,0,12,0.05,0.07,0.89,4
24563,14,9,8,0,1,0,1,0,203,1,0,0,1
29636,44,9,147,105,2,0,1,0,2,0.01,0.55,0,4
103558,29,1,0,0,280,0,0.05,0.06,15,0.06,0.08,0,0
83072,24,9,270,3889,1,0,1,0,250,0.98,0.01,0,4
5365,24,9,242,1752,23,0,1,0,255,1,0,0,4
83293,30,5,0,0,122,1,0.01,0.07,1,0,0.07,1,0
85068,15,9,1032,0,511,0,1,0,185,0.73,0.02,0,0
119486,12,9,44,134,77,0,1,0,210,0.82,0.01,0,4
1954,12,9,46,143,74,0,1,0,254,1,0.01,0,4
34752,24,9,236,2912,1,0,1,0,255,1,0,0,4
99960,20,9,26,0,2,0,1,0,14,0.06,0.01,0.84,4
98246,54,5,0,0,255,1,0.07,0.06,17,0.07,0.08,1,0
25677,32,5,0,0,143,1,0.02,0.06,8,0.03,0.08,1,0
114218,24,9,275,482,9,0,1,0,255,1,0,0,4
65069,54,9,1798,393,1,0,1,0,171,0.73,0.06,0,4
25093,4,5,0,0,203,1,0.01,0.06,3,0.01,0.07,1,0
103646,49,5,0,0,103,1,0.17,0.06,27,0.11,0.05,1,0
91982,68,1,0,0,176,0,0.01,0.07,2,0.01,0.08,0,0
81509,12,9,45,130,194,0,0.99,0.01,157,0.8,0.02,0,4
91289,24,9,156,8084,1,0,1,0,255,1,0,0,4
29354,49,5,0,0,194,1,0.07,0.06,14,0.05,0.07,1,0
117903,54,9,723,336,1,0,1,0,178,0.69,0.02,0,4
3242,12,9,45,135,65,0,1,0,254,1,0.01,0,4
89009,49,5,0,0,109,1,0.08,0.06,12,0.06,0.1,1,0
2855,49,5,0,0,251,1,0.06,0.06,9,0.04,0.08,1,0
51874,12,9,49,115,1,0,1,0,146,0.94,0.01,0,4
29065,49,5,0,0,146,1,0.07,0.05,7,0.03,0.06,1,0
43645,19,9,1214,2449,1,0,1,0,121,0.47,0.02,0,2
5854,14,9,8,0,1,0,1,0,86,1,0,0,1
64716,24,9,346,258,12,0,1,0,255,1,0,0,4
113545,29,5,0,0,237,1,0.07,0.07,16,0.06,0.08,1,0
76506,24,9,209,820,1,0,1,0,255,1,0,0,4
63923,24,9,209,1433,10,0,1,0,255,1,0,0,4
49493,54,2,0,0,1,0,1,0,114,0.42,0.04,0,4
84591,20,9,501760,0,1,0,1,0,129,0.51,0.04,0,4
125715,24,9,211,9295,5,0,1,0,255,1,0,0.01,4
80326,24,9,226,626,21,0,1,0,255,1,0,0,4
32434,24,5,157,0,2,0.5,1,0,101,1,0,0.01,4
102232,14,9,30,0,1,0,1,0,90,0.97,0.05,0,4
19392,24,9,212,1197,3,0.33,1,0,255,1,0,0.14,4
13658,24,1,0,0,9,0,1,0,165,1,0,0,4
53415,44,9,147,105,4,0,0.5,0.5,2,0.01,0.65,0,4
104148,49,9,28,0,50,0,1,0,50,0.41,0.03,0,0
109947,24,9,222,4735,2,0,1,0,255,1,0,0,4
57637,24,1,0,0,1,0,1,0,255,1,0,0,4
89797,49,9,100,0,1,0,1,0,17,0.13,0.02,0,1
38264,24,9,246,5687,4,0,1,0,255,1,0,0,4
102775,60,5,0,0,48,1,0.27,0.08,62,0.24,0.02,1,0
114409,40,5,0,0,197,1,0.06,0.06,12,0.05,0.07,1,0
117908,49,1,0,0,195,0.07,0.01,0.99,1,0,0.77,0.05,1
6213,24,9,365,1148,2,0,1,0,255,1,0,0,4
102610,12,9,44,131,81,0,0.99,0.02,246,0.96,0.01,0,4
76044,17,5,0,0,146,1,0.08,0.05,11,0.04,0.06,1,0
98213,44,9,146,105,1,0,1,0,1,0.02,0.67,0,4
84923,49,5,0,0,77,1,0.01,0.09,19,0.07,0.06,1,0
96744,20,9,71,0,1,0,1,0,25,0.1,0.07,0.83,4
88541,24,1,0,0,1,0,1,0,255,1,0,0,4
63347,20,9,2194619,0,1,0,1,0,23,0.12,0.02,0,4
11192,12,9,45,147,119,0,1,0,255,1,0,0,4
45861,4,9,13,38,1,0,1,0,2,0.01,0.03,0,4
96551,24,9,248,285,22,0,1,0,255,1,0,0,4
39641,49,5,0,0,105,1,0.05,0.07,11,0.04,0.08,1,0
51598,24,2,0,0,1,0,1,0,245,0.96,0.01,0,4
113309,24,9,168,1615,1,0,1,0,255,1,0,0,4
20306,24,1,0,0,2,0,1,0,48,1,0,0,4
52125,24,1,0,0,222,0,0.03,0.06,6,0.02,0.07,0,0
3478,26,5,0,0,239,1,0.03,0.06,6,0.02,0.07,1,0
113017,49,4,0,0,1,0,1,0,1,0,0.86,0,1
100432,24,9,302,1075,7,0,1,0,232,0.91,0.01,0,4
106794,24,9,238,2327,22,0,1,0,255,1,0,0,4
41075,49,1,0,0,47,0.15,0.02,1,1,0,0.48,0.03,1
20362,2,1,0,0,271,0,0.06,0.06,15,0.06,0.07,0,0
40219,68,5,0,0,212,1,0.11,0.05,23,0.09,0.05,1,0
4548,24,6,170,11680,4,0.25,1,0,255,1,0,0.07,4
31956,24,9,212,1416,1,0,1,0,255,1,0,0,4
116807,24,9,220,7081,4,0,1,0,83,1,0,0,4
93393,49,5,0,0,116,1,0.08,0.06,3,0.33,0.44,1,0
10010,24,5,0,0,131,1,0.02,0.06,2,0.01,0.07,1,0
117165,49,1,0,0,150,0,0.09,0.06,14,0.05,0.06,0,0
120432,24,9,211,1197,3,0.33,1,0,255,1,0,0.01,4
46089,24,9,310,462,25,0,1,0,255,1,0,0,4
12547,24,9,200,7071,32,0,1,0,255,1,0,0,4
42063,49,5,0,0,227,1,0.07,0.05,17,0.1,0.07,0.92,0
100837,36,5,0,0,235,1,0.01,0.07,2,0.01,0.07,1,0
106221,20,9,2194619,0,1,0,1,0,107,0.69,0.03,0,4
125168,20,9,334,0,2,0,1,0,15,1,0,0,2
102331,24,9,235,2979,1,0,1,0,255,1,0,0,4
29758,49,5,0,0,132,1,0.09,0.06,12,0.15,0.09,1,0
81827,67,5,0,0,125,1,0.08,0.06,10,0.04,0.06,1,0
22408,20,1,0,0,265,0,0.06,0.06,17,0.07,0.08,0,0
81178,24,9,216,4449,10,0,1,0,250,1,0,0,4
3183,24,9,316,937,4,0,1,0,255,1,0,0,4
53855,12,9,44,127,318,0,1,0.01,230,0.9,0.01,0,4
125135,24,9,294,1695,31,0,1,0,255,1,0,0,4
54719,24,9,208,1918,9,0,1,0,255,1,0,0,4
111709,49,5,0,0,131,1,0.11,0.05,28,0.11,0.05,1,0
125559,41,4,0,0,1,0,1,0,1,0,0.66,0,1
77197,20,5,0,0,39,1,0.21,0.1,61,0.24,0.03,1,0
124924,24,9,231,339,21,0,1,0,255,1,0,0,4
71208,15,9,1032,0,49,0,1,0,49,0.19,0.02,0,0
4024,24,9,333,523,17,0,1,0,183,1,0,0,4
118009,60,6,1960,6893,1,1,1,0,27,0.15,0.02,0.12,4
47370,14,9,8,0,1,0,1,0,255,1,0,0,1
69713,44,9,147,105,6,0,0.33,0.5,2,0.01,0.43,0,4
7578,24,9,246,692,6,0,1,0,255,1,0,0,4
16816,24,9,206,788,25,0,1,0,255,1,0,0,4
26683,8,5,0,0,113,1,0.1,0.07,11,0.08,0.08,1,0
108963,24,9,257,531,17,0,1,0,255,1,0,0,4
42857,12,9,43,107,1,0,1,0,237,0.93,0.01,0,4
103029,24,9,308,2698,3,0,1,0,246,0.96,0.01,0,4
70279,24,1,0,0,1,0,1,0,255,1,0,0,4
92874,13,5,0,0,137,1,0.1,0.06,4,0.02,0.07,1,0
61390,14,9,18,0,1,0,1,0,233,1,0,0,1
2553,24,9,214,1032,13,0,1,0,255,1,0,0,4
77967,60,5,0,0,20,1,1,0,21,0.33,0.05,1,0
36518,24,9,153,14580,1,0,1,0,255,1,0,0,4
119632,49,9,28,0,27,0,0.96,0.07,26,0.1,0.02,0,0
3416,12,9,44,74,152,0,1,0,254,1,0.01,0,4
75239,24,9,206,1031,11,0,1,0,255,1,0,0,4
122365,63,2,0,0,123,0,0.07,0.07,8,0.03,0.07,0,0
59715,60,5,0,0,6,1,1,0,28,0.58,0.04,0.96,0
42698,42,5,0,0,21,1,0.43,0.24,9,0.04,0.08,1,0
63054,24,1,0,0,2,0,1,0,250,1,0,0,4
113868,15,9,1032,0,511,0,1,0,125,0.49,0.02,0.01,0
42355,17,5,0,0,114,1,0.17,0.07,19,0.07,0.06,1,0
114843,54,9,1109,331,1,0,1,0,150,1,0,0,4
93463,24,9,212,1912,16,0,1,0,255,1,0,0,4
94111,12,9,45,70,131,0,1,0,254,1,0.01,0,4
94474,14,9,8,0,1,0,1,0,109,1,0,0,1
17848,20,9,2194619,0,2,0,1,0,154,0.74,0.04,0.01,4
17663,24,9,284,7195,2,0,1,0,255,1,0,0,4
110010,12,9,45,45,157,0,1,0,226,0.89,0.01,0,4
65483,54,9,1191,328,1,0,1,0,167,0.78,0.06,0,4
116922,24,1,0,0,1,0,1,0,255,1,0,0,4
50815,20,9,12165,0,7,0,0.86,0.29,28,0.12,0.03,0,4
27699,14,9,8,0,1,0,1,0,41,1,0,0,1
101105,19,9,1141,3373,2,0,1,0,62,0.27,0.03,0,4
102003,24,9,197,3674,9,0,1,0,255,1,0,0,4
72711,24,5,0,0,246,1,0.07,0.06,16,0.06,0.06,1,0
28588,20,5,0,0,194,1,0.05,0.06,9,0.04,0.07,1,0
44834,37,5,0,0,88,1,0.14,0.07,7,0.03,0.07,1,0
51773,24,9,291,8903,8,0,1,0,255,1,0,0,4
61392,54,2,6,123,83,0.01,0.01,1,106,0.32,0.43,0,1
49337,24,9,350,5280,7,0,1,0,255,1,0,0,4
96240,69,5,0,0,125,1,0.2,0.06,4,0.02,0.06,1,0
70145,49,5,0,0,62,1,0.08,0.06,18,0.07,0.05,1,0
57127,24,9,203,1115,7,0,1,0,255,1,0,0,4
111187,24,9,288,849,1,0,1,0,255,1,0,0,4
81433,36,5,0,0,82,1,0.18,0.07,15,0.06,0.05,1,0
15753,24,9,292,2572,23,0,1,0,255,1,0,0,4
77471,49,1,0,0,1,0,1,0,2,0.02,1,0,1
123812,49,5,0,0,33,1,0.3,0.15,10,0.04,0.08,1,0
100988,54,9,998,325,3,0,1,0,39,0.15,0.47,0,4
92049,24,9,338,367,5,0,1,0,255,1,0,0,4
69631,49,4,1,0,2,0,1,0,2,0.01,0.38,0,1
57601,19,9,1528,4152,1,0,1,0,52,0.25,0.02,0,4
76035,49,9,105,146,5,0,0.2,0.4,234,0.92,0.01,0,4
59067,44,9,147,0,3,0,0.33,0.67,1,0,0.82,0,4
41406,49,5,0,0,294,1,0.05,0.06,5,0.02,0.09,1,0
65624,49,9,105,145,1,0,1,0,2,0.2,0.3,0,4
111402,24,9,248,1133,16,0,1,0,255,1,0,0,4
36341,49,5,0,0,147,1,0.12,0.05,36,0.14,0.06,1,0
10366,24,9,323,4675,65,0,1,0,255,1,0,0,4
45686,58,5,0,0,110,1,0.13,0.05,14,0.05,0.05,1,0
107239,49,4,1,0,2,0,1,0,2,0.01,0.74,0,1
33879,20,5,0,0,70,1,0.19,0.06,65,0.25,0.02,1,0
117007,44,9,4539,0,19,0.05,0.05,0.74,1,0,0.06,0,4
30376,20,9,3888,0,19,0,1,0,55,0.32,0.02,0,4
74184,49,5,0,0,201,1,0.08,0.06,17,0.07,0.07,1,0
3951,24,9,207,2483,8,0.12,1,0,255,1,0,0,4
68937,49,1,0,0,110,0,0.1,0.07,11,0.04,0.07,0,0
74600,12,9,41,94,1,0,1,0,212,0.61,0.05,0,4
40339,24,9,307,566,12,0,1,0,255,1,0,0,4
48855,24,9,327,327,14,0,1,0,255,1,0,0,4
108458,66,5,0,0,137,1,0.18,0.04,24,0.09,0.04,1,0
59990,54,9,1183,480,10,0,0.1,0.2,4,0.02,0.01,0,4
33620,24,9,54540,8314,11,0,1,0,255,1,0,0,0
61249,54,9,2253,331,4,0,0.75,0.5,190,0.69,0.11,0,4
19289,24,9,319,12434,2,0,1,0,255,1,0,0,4
38582,24,9,231,1619,14,0,1,0,255,1,0,0,4
28049,49,5,0,0,27,1,0.52,0.11,14,0.05,0.07,1,0
64794,24,9,306,308,8,0,1,0,255,1,0,0,4
44720,20,9,2194619,0,2,0,1,0,50,0.71,0.29,0,4
65060,60,5,0,0,11,1,0.18,0.36,64,0.25,0.02,0.99,0
115507,20,9,12,0,2,0,1,0,87,0.33,0.03,0.01,4
22918,24,9,249,7255,1,0,1,0,255,1,0,0,4
114576,24,9,197,304,6,0,1,0,255,1,0,0,4
74887,54,9,1252,332,2,0,0.5,1,137,1,0,0,4
120639,38,5,0,0,219,1,0.03,0.06,15,0.06,0.07,1,0
73443,12,9,36,0,12,0,1,0,214,1,0,0,4
113699,49,5,0,0,207,1,0.03,0.07,5,0.02,0.07,1,0
60732,24,9,139,32424,1,0,1,0,255,1,0,0,4
60386,20,5,0,0,477,0.08,0.04,0.96,20,0.08,0.93,0.09,1
69250,20,9,63,0,2,0,1,0,31,0.21,0.03,0.01,4
102965,20,9,5891,0,17,0,1,0,53,0.21,0.02,0,4
75433,24,9,218,1695,6,0,1,0,255,1,0,0,4
28866,24,5,0,0,10,0.9,0.9,0.2,10,0.04,0.06,1,0
56842,49,5,0,0,220,1,0.05,0.06,11,0.04,0.08,1,0
33279,24,9,218,1719,20,0,1,0,255,1,0,0,4
2849,49,5,0,0,112,1,0.21,0.04,23,0.09,0.04,1,0
118337,60,9,122,10875,1,0,1,0,2,0.02,0.05,0,4
112607,24,9,251,497,14,0,1,0,255,1,0,0,4
10252,69,5,0,0,286,1,0.03,0.05,10,0.04,0.05,1,0
119848,12,9,45,126,258,0,1,0,251,0.98,0.01,0,4
11856,49,5,0,0,134,1,0.14,0.05,16,0.06,0.06,1,0
62328,24,1,0,0,1,0,1,0,255,1,0,0,4
30663,18,9,8,138,1,0,1,0,7,0.05,0.04,0,4
47393,18,5,0,0,201,1,0,0.06,11,0.04,0.07,1,0
50841,49,5,0,0,124,1,0.02,0.06,16,0.06,0.08,1,0
86754,49,5,0,0,149,1,0.13,0.06,10,0.04,0.07,1,0
88494,34,5,0,0,145,1,0.14,0.05,21,0.08,0.05,1,0
95986,24,9,268,3889,1,0,1,0,240,0.94,0.01,0,4
51049,49,5,0,0,16,1,0.12,0.19,2,0.01,0.08,1,0
70336,49,5,0,0,282,1,0.07,0.06,3,0.01,0.07,1,0
92342,24,9,275,4399,1,0,1,0,255,1,0,0,4
49764,54,9,1291,389,1,0,1,0,165,0.58,0.02,0,4
106335,54,9,0,84,1,0,1,0,78,0.17,1,0,1
111065,49,5,0,0,121,1,0.05,0.07,15,0.06,0.07,1,0
43276,49,4,0,0,1,0,1,0,1,0,0.57,0,1
92600,11,5,0,0,276,1,0.01,0.06,3,0.01,0.06,1,0
40678,54,9,693,327,1,0,1,0,185,0.71,0.02,0,4
62503,14,9,8,0,1,0,1,0,4,1,0,0,1
39085,26,5,0,0,5,1,0.8,0.4,14,0.05,0.09,1,0
108785,17,2,0,0,102,0,0.09,0.07,9,0.04,0.06,0,0
67683,54,9,2765,333,1,0,1,0,102,1,0,0,4
8825,24,9,294,438,12,0,1,0,255,1,0,0,4
49705,24,9,200,4167,18,0,1,0,255,1,0,0,4
19174,49,5,0,0,57,1,0.21,0.11,12,0.05,0.07,1,0
123398,15,9,30,0,2,0,1,0,175,1,0,0,4
39694,14,9,8,0,1,0,1,0,255,1,0,0,1
93703,12,9,45,131,105,0,1,0,255,1,0,0,4
60908,49,5,0,0,269,1,0.05,0.06,12,0.05,0.07,1,0
120878,14,9,8,0,1,0,1,0,6,1,0,0,1
115078,5,5,0,0,265,1,0.02,0.05,5,0.02,0.05,1,0
24462,49,5,0,0,5,1,0.2,0.6,17,0.07,0.09,1,0
61507,49,1,0,0,99,0,0.09,0.07,21,0.08,0.05,0,0
30351,12,9,45,132,267,0,1,0,251,0.98,0.01,0,4
43883,49,4,1,0,2,0,1,0,2,0.01,0.5,0,1
110852,24,9,220,1528,14,0,1,0,255,1,0,0,4
29180,30,5,0,0,141,1,0.02,0.06,3,0.01,0.07,1,0
120926,8,10,0,0,1,1,1,0,1,0.01,0.94,0.95,1
59997,54,9,2175,329,4,0,0.25,0.75,84,0.82,0.04,0,4
59601,49,9,1,0,20,0,0.9,0.15,18,0.07,0.75,0.09,1
82616,54,9,1778,478,1,0,1,0,35,0.14,0.02,0,4
59476,24,9,329,7566,18,0,1,0,255,1,0,0,4
115577,24,9,322,34021,2,0,1,0,255,1,0,0,4
102361,49,1,0,0,112,0,0.09,0.07,10,0.05,0.07,0,0
46506,44,9,147,105,2,0,1,0,2,0.01,0.89,0,4
63432,55,5,0,0,120,1,0.17,0.05,20,0.08,0.05,1,0
38208,60,2,125,179,2,0.5,1,0,2,1,0,0.5,2
103128,20,9,567,0,1,0,1,0,88,0.13,0.13,0,4
80953,19,5,0,0,254,1,0.02,0.07,4,0.02,0.07,1,0
21439,49,9,105,146,2,0,1,0,242,0.95,0.01,0,4
82552,5,1,0,0,141,0,0.03,0.06,1,0,0.08,0,0
10666,24,4,33336,2920,5,0,1,0,255,1,0,0,0
125720,49,5,0,0,40,1,0.1,0.12,4,0.02,0.07,1,0
48224,2,5,0,0,180,1,0.03,0.08,10,0.04,0.07,1,0
125820,24,9,218,5280,8,0,1,0,255,1,0,0,4
114399,20,9,383,0,2,0,1,0,84,0.3,0.08,0.01,4
50316,8,5,0,0,237,1,0.03,0.06,5,0.02,0.07,1,0
48027,12,9,105,45,2,0,1,0,22,0.65,0.09,0,4
40962,7,5,0,0,122,1,0.11,0.06,10,0.04,0.08,1,0
49499,14,9,30,0,1,0,1,0,91,1,0,0,4
98947,65,9,182,0,2,0,0.5,1,19,0.07,0.01,0,4
19849,49,9,1,0,2,0,1,0,2,0.01,0.21,0,1
116368,63,5,0,0,62,1,0.1,0.1,6,0.02,0.09,1,0
48822,24,9,344,3608,30,0,1,0,255,1,0,0,4
56409,49,5,0,0,180,1,0.03,0.06,15,0.06,0.07,1,0
12230,21,1,0,0,259,0,0.06,0.05,16,0.06,0.06,0,0
83916,24,5,0,0,18,1,1,0,18,0.9,0.1,0.9,0
7757,54,9,584,327,1,0,1,0,26,0.1,0.53,0,4
33918,24,9,192,950,7,0,1,0,255,1,0,0.01,4
17214,54,9,1743,277,1,0,1,0,151,0.59,0.02,0,4
50896,54,9,1127,337,1,0,1,0,181,0.7,0.07,0,4
33815,23,5,0,0,272,1,0.06,0.05,16,0.06,0.05,1,0
114038,8,5,0,0,190,1,0.01,0.07,1,0,0.06,1,0
54670,6,1,0,0,105,0,0.06,0.07,6,0.02,0.05,0,0
54744,44,4,1,0,2,0,1,0,2,0.01,0.63,0,1
32560,24,1,0,0,2,0,1,0,255,1,0,0.01,4
124819,54,9,1913,327,1,0,1,0,105,0.62,0.04,0,4
102843,19,9,1255,2451,1,0,1,0,129,0.51,0.02,0,2
124150,14,9,18,0,1,0,1,0,223,1,0,0,1
120806,4,5,0,0,251,1,0.01,0.07,3,0.01,0.08,1,0
13343,24,9,190,622,22,0,1,0,255,1,0,0,4
67716,49,5,0,0,210,1,0.1,0.05,22,0.15,0.07,0.91,0
52522,52,5,0,0,101,1,0.09,0.05,1,0,0.06,1,0
35365,20,5,0,0,286,1,0.07,0.06,19,0.07,0.06,1,0
58908,49,9,207,0,2,0,1,0,162,0.84,0.01,0,1
14556,20,5,0,0,4,1,0.25,0.75,61,0.25,0.02,1,0
25352,24,9,306,2507,2,0,1,0,240,0.94,0.02,0,4
57463,24,1,0,0,1,0,1,0,255,1,0,0,4
30039,24,9,305,11750,5,0,1,0,255,1,0,0,4
30035,24,9,353,6943,1,0,1,0,255,1,0,0,4
52541,12,9,46,134,32,0,1,0,216,0.85,0.02,0,4
54434,24,9,200,2536,26,0,1,0,255,1,0,0,4
72804,20,9,276,0,1,0,1,0,130,0.63,0.03,0,4
106232,12,9,46,46,202,0,1,0.01,254,1,0.01,0,4
8950,15,9,520,0,398,0,1,0,255,1,0,0,0
53722,24,9,341,790,1,0,1,0,12,1,0,0,4
101516,23,5,0,0,227,1,0.08,0.06,19,0.07,0.07,1,0
11256,24,9,232,458,14,0,1,0,255,1,0,0,4
88081,29,1,0,0,213,0,0.08,0.06,18,0.07,0.07,0,0
53807,15,9,1032,0,511,0,1,0,65,0.25,0.02,0.02,0
54791,12,9,44,133,320,0,1,0.01,251,0.98,0.01,0,4
76903,53,9,6,0,106,0.07,0.01,1,1,0,0.68,0.03,1
116332,49,4,0,0,1,0,1,0,1,0,0.41,0,1
377,24,9,335,7902,1,0,1,0,255,1,0,0,4
35727,24,9,207,2302,5,0,1,0,255,1,0,0,4
15314,6,5,0,0,112,1,0.09,0.06,10,0.04,0.05,1,0
96591,6,5,0,0,122,1,0.06,0.07,10,0.04,0.08,1,0
72061,49,5,0,0,83,1,0.08,0.06,20,0.08,0.05,1,0
22017,34,5,0,0,125,1,0.16,0.06,2,0.01,0.06,1,0
38404,24,9,213,56275,6,0,1,0,255,1,0,0,4
62965,54,9,131,247,2,0,1,0,66,0.14,0.59,0.01,4
32595,49,9,105,147,9,0,0.11,0.22,242,0.95,0.01,0,4
36626,49,1,0,0,96,0,0.09,0.07,9,0.04,0.08,0,0
4195,49,5,0,0,278,1,0.06,0.06,15,0.06,0.06,1,0
28881,24,9,218,1023,14,0,1,0,255,1,0,0,4
84333,66,5,0,0,146,1,0.11,0.06,18,0.07,0.07,1,0
58378,54,9,1562,332,1,0,1,0,138,0.58,0.09,0,4
110702,14,9,8,0,1,0,1,0,33,1,0,0,1
87823,36,1,0,0,229,0,0.07,0.07,17,0.07,0.09,0,0
103458,24,9,213,345,6,0,1,0,255,1,0,0,4
3050,54,9,2846,370,1,0,1,0,141,0.55,0.02,0,4
35600,14,9,8,0,1,0,1,0,1,1,0,0,1
61676,49,1,0,0,144,0,0.12,0.06,18,0.07,0.08,0,0
